Name,P,q,M1,M2,R1,R2,L1,L2,T1,T2,E_Type
FW Vel,2.384082,0.4,2.14,0.86,2.21,4.82,26.98,8.89,8900,4560,D
FW MON,3.87358,0.93,1.45,1.35,1.9,1.5,6.17,5.12861384,6180,6820,D
FV SCO,5.72786,0.4,3.93,1.57,2.58,3.01,28.96,3.36,8390,4530,D
FU VEL,2.44678,0.67,4.78,3.2,1.66,1.14,19.17,6.83,9410,8790,D
FT Sco,9.5872,0.15,2.05,0.3,2.75,5.8,16.98,33.64,8600,5780,D
FT Ori,3.15,0.66,2.38,1.57,10.28,13.01,42.51,29.6,4620,3740,D
FS Vul,11.697248,0.14,2.15,0.3,2.85,8.6,12.3,45.53710244,8100,5120,D
FS Mon,1.905868,0.8,1.2,0.95,1.7,1.45,2.45,0.93,5660,5660,D
FR VUL,0.941859,0.91,2.6,2.5,2.3,2.25,72,63.09573445,10402,10400,D
FR ORI,0.883162,0.61,2.31,1.4,3.26,2.65,81.16,24.75,9640,7940,D
FQ ORI,1.74606,0.58,2.1,1.22,2.76,3.52,34.42,14.3,8460,6000,D
FP AUR,0.947236,0.49,6.1,2.99,3.21,1.85,184.61,22.36,11930,9290,D
FO Ori,18.80058,0.9,1.27,1.14,1.4,1.25,3.63,1.659586907,15700,6050,D
FN HER,2.69126,0.42,1.65,0.72,1.68,1.24,6.4,5.7,7250,4450,D
FM VUL,0.784639,0.84,2.65,2.24,3.49,15.84,10.66,29.79,5610,3400,D
FM Ori,22.145125,0.3,1.9,0.57,2.6,4.35,12.3,14.95729879,8100,5450,D
FK AQL,2.65088,0.7,2.91,2.03,3.77,4.58,68.41,22.34,8590,5880,D
FH PEG,2.37443,0.79,2.36,1.86,1.88,2.28,11.38,5.43,7780,5860,D
FH ORI,2.15116,0.6,2.86,1.73,2.74,1.93,46.55,9.65,9130,7350,D
FG Aur,13.6454,0.2,2.05,0.43,2.75,4.45,16.98,0.89,5270,5660,D
FF Vel,14.2592,0.19,2.05,0.4,2.75,4.15,16.98,15.94839837,8600,5670,D
FF ORI,1.81052,0.7,1.46,1.01,1.24,1.07,6.73,3.66,8410,7740,D
FF HER,4.7291,0.6,5.52,3.31,3.59,4.26,167.94,105.14,11030,8990,D
EZ HYA,0.449766,0.75,1.65,1.25,1.75,1.35,9.12,2.691534804,17000,6350,D
EZ CAR,1.18869,0.67,3.85,2.55,3.3,2.3,302,63.09573445,10402,10400,D
EY VUL,4.1039,0.69,2.22,1.53,1.75,1.45,9.93,5.02,7780,7210,D
EY Ori,16.787832,0.2,2.05,0.43,2.75,4.8,16.98,9.404571732,8600,4620,D
EY Cep,7.971,0.7,5.82,4.05,5.07,5.91,701.5,468.22,13250,11070,D
EY CAS,0.481976,0.59,2.66,1.58,2.02,1.52,22.91,5.76,8940,7320,D
EX Vul,16.135485,0.28,2.15,0.6,2.85,5.55,16.98,0.89,5270,5660,D
EX CEP,1.67506,0.51,2.64,1.36,2.36,3.21,44.94,9.57,9780,5700,D
EX CAR,1.39637,0.74,1.49,1.1,1.3,1.18,1.85,1.3,5930,5690,D
EW Vel,11.7455,0.13,2.15,0.28,2.85,6.7,23.99,39.7521366,8800,5607,D
EW TAU,5.26934,0.75,3,2.24,2.44,2.23,37.16,29.93,9160,9060,D
EW Ori,6.9368515,0.32,2.4,0.77,3.05,7.05,38.02,22.86097197,9700,4760,D
EW LYR,1.94874,0.74,1.49,1.09,1.39,0.92,3.23,0.85,6590,5790,D
EV Lup,15.312,0.2,1.55,0.31,2.25,6.75,8.32,0.68,5270,5480,D
ET TAU,5.99688,0.72,1.9,1.35,1.9,1.5,12.3,6.165950019,6350,7020,D
ET ORI,0.950936,0.75,2.88,2.16,2.55,4.3,49.62,18.63,9660,5850,D
ES LIB,0.883036,0.77,1.11,0.86,1.94,4.16,3.84,5.25,5830,4300,D
ER VUL,0.698095,0.54,1.96,1.07,1.82,2.51,13.03,7.84,8200,6130,D
ER SCT,1.36104,0.65,3.15,2.05,2.1,4.39,21.24,14.09,8600,5340,D
ER Ori...,0.4234,0.61,2.77,1.68,3.12,2.74,84.59,40.99,9960,8860,D
ER ORI,0.423401,0.63,1.4,0.88,2.21,2.11,7.58,5.53,6470,6110,D
EQ Vul,9.297164,0.25,1.9,0.48,2.6,6.75,12.3,12.70262138,8100,4200,D
EQ TRA,2.7095,0.286,2.5,0.72,1.92,2.02,22,3.8,9000,5688,D
EPS CRA,0.591426,0.6,5.52,3.31,3.59,4.26,167.94,105.14,11030,8990,D
EP TRA,2.14465,0.81,2.39,1.94,1.86,2.43,11.37,2.68,7810,4750,D
EP MON,1.14809,0.4,3.93,1.57,2.58,3.01,28.96,3.36,8390,4530,D
EP AUR,0.591009,0.59,1.94,1.15,1.45,1.17,12.73,2.11,9170,6470,D
EO Cen,9.42567,0.14,1.9,0.26,1.9,8.6,12.3,1.35,5660,5930,D
EO AUR,4.06563,0.25,2.4,0.6,3.14,8.02,56.43,20.74,8970,4370,D
EN Mus,14.91516,0.2,2.05,0.41,2.75,4.25,16.98,16.7262561,8600,5670,D
EM CEP,0.80624,0.61,1.39,0.85,2,2.75,9.96,4.95,7290,5210,D
EM CAR,3.41427,0.77,3.03,2.33,3.07,6.88,55.86,46.31,9030,5770,D
EL SGE,0.3328,0.6,2,1.2,2,1.3,16.98,3.630780548,6280,6550,D
EL Gem,1.4283286,0.76,1.2,0.91,1.3,1,1.95,0.56446829,6180,5010,D
EL AQR,0.48141,0.87,1.61,1.39,2.03,2.03,4.46,4.46,5920,5020,D
EK VEL,1.08027,0.73,2.88,2.11,2.37,3.24,49.92,58.5,10040,8920,D
EK Nor,8.4,0.25,2.15,0.54,2.85,5.05,23.99,14.39535257,8800,5010,D
EK Cep,4.4277957,0.3,2.15,0.64,2.83,6.37,23.99,18.66359587,8800,4760,D
EH Pup,45.8897,0.18,1.45,0.26,2.15,7,7.24,66.56149764,7220,6240,D
EH Car,13.367,0.37,4.5,1.65,5,10.6,372,112.36,14500,5780,D
EG SGR,4.97247,0.44,2.55,1.12,2.02,1.9,36.9,6.46,10050,6700,D
EG SER,4.97632,0.75,3.01,2.26,3.28,7.12,71.01,43.4,9300,5590,D
EG CEP,0.54462,0.66,4.75,3.12,3.3,3.54,110.29,85.21,10350,9360,D
EF Boo...,0.4295,0.69,2.25,1.55,2.3,2.3,48.23,13.54,10080,7320,D
EF Aqr,2.854,0.7,1.46,1.01,1.66,1.37,4.88,2.04,6700,5910,D
EE Peg,2.628208,0.5,1.45,0.73,1.6,0.8,7.24,0.2,5480,4600,D
EE AQR,0.508995,0.72,1.65,1.25,1.75,1.4,9.12,3.630780548,6280,6550,D
DZE PHE,1.66977,0.74,1.99,1.49,7.52,8.15,49.12,41.53,5600,5150,D
DZ VEL,2.81044,0.36,2.76,0.99,3.02,0.91,63.88,0.73,9440,5620,D
DZ CAS,0.784892,0.68,2.89,1.97,2.57,3.26,35.72,20.27,8840,6800,D
DY Aqr,2.159675,0.58,1.9,1.1,1.9,1.2,12.3,1.2,5600,5860,D
DX VEL,1.1173,0.75,3.01,2.26,1.36,1.02,8.25,2.72,8430,7390,D
DX Car,10.466,0.2,1.65,0.33,2.35,4.6,9.12,30.75,7910,5743,D
DX AQR,0.945006,0.87,3.22,2.81,3.19,3.18,81.28,80.93,9760,9760,D
DW SGE,2.77532,0.15,3.3,0.5,3.02,3.06,47.52,4.77,8760,4900,D
DW CEP,2.51686,0.6,2.4,1.45,2.2,1.6,38.02,7.244359601,5930,7220,D
DW Aps,2.3129,0.64,2.44,1.56,1.86,1.78,27.97,3.18,9800,5800,D
DV SGR,1.86285,0.65,2.05,1.35,2,1.5,16.98,5.12861384,6180,6820,D
DV PEG,0.9462,0.86,3.2,2.73,2.43,2.07,40.79,24.74,9400,8970,D
BD VIR,2.5485,0.286,2.5,0.72,1.92,2.02,22,3.8,9000,5688,D
BD GEM,1.61672,0.94,2.73,2.57,2.26,2.19,40.36,32.49,9710,9340,D
BD CMa,44.446,0.25,2.2,0.55,2.8,4.9,23.99,14.78293442,8800,5120,D
BB PEG,0.361502,0.73,1.48,1.08,3.04,0.86,13.95,0.34,6430,4760,D
BB MON,0.7327,0.67,2.88,1.93,3.97,8.89,65.63,45.37,8290,5040,D
BB LAC,3.86596,0.75,3,2.23,2.55,2.07,34.65,17.85,8800,8260,D
BB Cru,6.01884,0.27,2.15,0.58,2.8,5.3,23.99,12.92016906,8800,4760,D
BB CEP,30.1856,0.75,3.01,2.25,2.44,3.09,42.64,7.26,9480,5410,D
AZ VUL,1.12263,0.57,5.43,3.08,3.5,2.49,177.98,25.84,11300,8270,D
AZ VIR,0.349665,0.15,3.3,0.5,3.02,3.06,47.52,4.77,8760,4900,D
AZ GEM,1.00618,0.87,3.22,2.81,3.19,3.18,81.28,80.93,9760,9760,D
AZ CAM,1.31923,0.49,5.24,2.59,3.49,3.94,139.9,98.68,10680,9200,D
AY VEL,1.61765,0.76,3.02,2.29,5.8,10.13,39.93,76.41,8280,5380,D
AY Per,11.77664,0.3,2.4,0.72,3.2,13.8,38.02,107.4973412,9700,5010,D
AY Mus,3.205558,0.14,2.05,0.27,2.75,13.5,16.98,37.77588185,8600,3900,D
AY CMi,10.45623,0.17,2.05,0.35,2.75,4.65,16.98,21.6225,8600,5780,D
AY CAM,1.36748,0.68,2.05,1.4,2,1.55,16.98,6.165950019,6350,7020,D
AX VUL,2.02484,0.61,5.56,3.42,2.4,2.61,52.82,37.62,10100,8880,D
AX VIR,0.702527,0.18,2,0.37,2.02,2.49,23.96,3.87,9030,5160,D
AW VUL,0.806452,0.82,2.43,1.99,3.64,4.81,37.26,12.74,7510,4980,D
AW VIR,0.353997,0.84,2.42,2.04,1.76,1.35,9.87,5.58,7750,7670,D
AW UMa...,0.4387,0.75,2.91,2.2,2.69,2.18,39.8,19.21,8890,8240,D
AW UMA,0.438732,0.86,3.21,2.78,1.86,2.02,29.38,27.31,9910,9320,D
AW Mon,20.82,0.16,2.25,0.36,2.9,5.05,30.9,20.1584628,9300,5450,D
AW LAC,1.4285,0.35,2.44,0.86,4.76,2.85,102.82,2.43,8470,4300,D
AW HER,8.8009,0.75,3,2.25,3.2,6.49,70.53,33.32,9390,5460,D
AW CAM,0.771345,0.760501368,1.243941624,0.946019307,1.338135215,0.956092695,2.290867653,0.592925325,6151.768727,5188.000389,D
AR LAC,1.9832,0.78,2.42,1.9,2.42,3.3,19.43,10.7,7830,5750,D
AR DRA,0.675839,0.76,3.13,2.38,3.32,2.31,62.95,18.18,8940,7880,D
AR Aur,4.13,0.81,2.51,2.03,2.58,5.71,21.15,13.62,7740,4640,D
AQ Tuc...,0.5948,0.86,10.69,9.22,4.92,4.18,595.32,447.64,12910,13040,D
AQ TAU,1.2159,0.55,2.69,1.48,1.9,2.61,21.41,23.38,9060,7880,D
AQ SER,1.68739,0.74,1.99,1.46,2.22,2.08,10.51,6.38,7000,6370,D
AQ MON,2.54556,0.6,2.76,1.64,3.01,2.47,59.12,18.61,9270,7650,D
AQ CAS,11.7209,0.78,1.12,0.86,1.18,2.35,1.28,1.66,5670,4290,D
AA UMA,0.763839,0.93,1.35,1.25,1.5,1.4,5.13,4.168693835,6280,6670,D
AA PUP,7.0671,0.51,2.64,1.36,2.36,3.21,44.94,9.57,9780,5700,D
AA LYR,1.07333,0.73,2.98,2.19,3.67,4.72,97.66,62.89,9520,7510,D
AA CET,0.536174,0.94,1.45,1.35,2.15,2.05,7.24,5.12861384,6180,6820,D
AA Ara,8.5207,0.7,3.25,2.3,3.8,21.2,155,253.6946283,12300,5010,D
AA AND,0.9351,0.74,1.49,1.11,1.34,1.6,4.44,1.94,7260,5410,D
44 I BOO,0.267813,0.9,1.58,1.42,3.04,3.23,19,17.5,6940,6610,D
V988 Sgr,2.4651,0.7,5.93,4.17,2.61,3.24,160.52,163.41,12790,11490,D
V975 Cyg,3.9487015,0.85,6.48,5.51,3.73,3.38,390.23,234.76,13370,12370,D
V881 Sgr,1.28246,0.6,2.06,1.25,1.9,1.52,15.33,3.27,8350,6320,D
V815 Cyg,2.2982708,0.61,5.54,3.35,2.49,2.96,153.91,64.48,12960,9530,D
V678 Cyg,2.29184,0.92,2.8,2.6,3.4,3.25,72,63.09573445,10402,10400,D
V673 Ori,3.77068,0.79,6.13,4.84,3.18,3.53,244.18,224.77,12850,11950,D
V644 Ori,2.48153,0.5,3,1.5,4.71,1.74,127.46,7.29,8990,7870,D
V636 Oph,2.233215,0.5,15,7.5,12,30,44668,154.8816619,12300,12300,D
V588 Sco,3.11176,0.71,2.24,1.58,1.1,0.85,9.68,2.66,9770,8040,D
V588 CrA,1.3219462,0.85,2.47,2.1,2.75,2.17,16.8,16.53,8110,7960,D
V571 Sco,2.100399,0.61,5.55,3.37,4,4.52,201.82,125.96,10930,9130,D
V542 Oph,0.561309,0.74,1.49,1.1,1.54,1.31,3.32,1.88,6320,5930,D
V536 Ori,3.163264,0.64,9.44,6.07,3.18,3.76,2399.91,181.24,22750,10950,D
V536 Cen,1.29263,0.6,5.53,3.34,3.95,4.52,158.94,120.96,10370,9030,D
V530 CrA,2.552562,0.53,5.4,2.88,3.32,2.27,264.81,47.87,12830,10100,D
V527 Mon,0.8245743,0.73,1.49,1.08,1.82,1.51,6.14,2.89,6770,6150,D
V506 Sco,2.13817,0.87,2.46,2.14,2.61,2.61,35.05,29.83,8730,8390,D
V504 Sco,2.590012,0.86,10.76,9.23,4.55,5.79,2220.05,1709.85,18670,15460,D
V496 Oph,2.576225,0.86,6.42,5.56,3.79,3.79,352.91,352.91,12920,12920,D
V494 Aql,2.544614,0.51,13.2,6.75,2.36,5.75,2251.84,187.4,25970,8950,D
V485 Ara,1.2264,0.6,2.11,1.26,1.86,1.54,9.48,2.51,7460,5900,D
V438 CrA,1.230644,0.59,2.2,1.3,2.16,1.73,27.7,7.23,9050,7230,D
V418 Aql,2.234904,0.66,2.15,1.45,2.35,1.6,23.99,7.244359601,5930,7220,D
V4058 Sgr,3.03523995,0.78,1.12,0.87,1.19,1.06,1.39,1.1,5770,5750,D
V389 Cas,2.494757,0.76,10.09,7.7,7.03,9.31,4259.54,1399.9,17670,11600,D
V3701 Sgr,2.1936,0.74,3.85,2.85,3.6,2.45,302,72.44359601,10700,10700,D
V358 Sct,1.1,0.6,2.76,1.66,2.05,1.7,35.19,8.14,9870,7510,D
V354 Aur,2.45179,0.7,5.93,4.17,2.61,3.24,160.52,163.41,12790,11490,D
V348 Cen,2.1524026,0.61,5.54,3.37,2.09,2.64,182.57,47.01,14750,9330,D
V343 Ara,1.412,0.79,3.07,2.41,2.82,3.1,53.85,36.48,9350,8090,D
V1933 Sgr,1.3503527,0.68,2.21,1.5,1.79,1.57,15,6.16,8530,7280,D
V1826 Oph,2.26526,0.67,3.85,2.6,3.3,2.3,302,63.09573445,10402,10400,D
V1729 Cyg,2.45574,0.71,2.24,1.58,1.1,0.85,9.68,2.66,9770,8040,D
V1626 Sgr,2.4534779,0.61,5.62,3.42,3.32,3.81,137.9,85.82,10910,9030,D
V1575 Sgr,0.8231878,0.69,2.23,1.55,2.09,1.74,17.91,7,8240,7150,D
V1562 Sgr,2.2559,0.5,3,1.5,4.71,1.74,127.46,7.29,8990,7870,D
V1459 Sgr,1.1857,0.68,2.21,1.5,1.79,1.57,15,6.16,8530,7280,D
V1431 Cyg,2.2571177,0.8,3.85,3.1,4.3,2.9,302,154.8816619,12300,12300,D
V1196 Sgr,2.60527,0.86,5.7,4.9,3.75,3.32,1004.84,607.25,16840,15800,D
V1179 Cyg,2.4221,0.51,2.43,1.22,2.12,1.39,28.14,2.8,9210,6370,D
V1178 Sgr,2.458807,0.6,2.06,1.25,1.9,1.52,15.33,3.27,8350,6320,D
V1038 Sgr,1.93231,0.74,1.49,1.1,1.54,1.31,3.32,1.88,6320,5930,D
TZ Cru,1.04557,0.74,2.29,1.71,2.08,2.08,10.42,9.48,7220,7050,D
T  LMi,3.019885,0.71,2.24,1.58,1.1,0.85,9.68,2.66,9770,8040,D
SW Phe,2.5531,0.7,8.74,6.11,5,3.85,494.75,178.46,12230,10790,D
SV Pyx,1.4424,0.84,2.43,2.04,2.07,1.88,22.11,14.31,8740,8220,D
RV Lyn,2.30751,0.75,3,2.27,3.28,2.72,84.84,35.89,9720,8590,D
QW Car,2.853175,0.67,4.78,3.19,2.85,3.09,83.41,57.93,10380,9100,D
QV Ori,1.748815,0.5,3,1.5,4.71,1.74,127.46,7.29,8990,7870,D
QT Ori,2.3143175,0.71,2.93,2.06,2.09,2.32,29.51,27.47,9340,8710,D
PX Cen,1.18078,0.71,2.93,2.06,2.09,2.32,29.51,27.47,9340,8710,D
OX Per,3.05621,0.61,5.56,3.41,2.7,2.4,105.01,49.28,11290,9920,D
OR Cyg,1.104446,0.69,2.23,1.55,2.09,1.74,17.91,7,8240,7150,D
NV Cen,2.5054,0.86,10.69,9.24,3.77,3.77,844,843.87,16100,16100,D
NP Vul,1.9056726,0.73,1.49,1.08,1.82,1.51,6.14,2.89,6770,6150,D
MW Cen,2.2815304,0.82,1.65,1.35,2,1.5,9.12,5.12861384,6180,6820,D
LV Ara,1.892233,0.84,2.43,2.06,1.75,1.6,10.74,7.9,7920,7680,D
LU Ara,2.38003,0.86,3.15,2.71,2.96,2.99,67.87,69.5,9690,6690,D
KW CrA,2.770906,0.65,4.3,2.8,4.7,2.5,372,72.44359601,10700,10700,D
KM Gem,0.95422,0.87,2.47,2.14,2.53,2.21,33.59,19.89,8770,8240,D
KL Per,2.22308,0.84,3.85,3.2,4.3,3,302,154.8816619,12300,12300,D
IV Per,0.8570251,0.87,6.22,5.38,4.54,4.16,453.37,380.65,12560,12560,D
IV Car,2.742844,0.71,2.24,1.58,1.1,0.85,9.68,2.66,9770,8040,D
IQ Cen,2.35952,0.5,3,1.5,4.71,1.74,127.46,7.29,8990,7870,D
IP Aql,2.19384,0.84,3.85,3.2,4.3,3,302,154.8816619,12300,12300,D
HT Mon,1.285947,0.84,2.43,2.06,1.75,1.6,10.74,7.9,7920,7680,D
HQ Cep,1.15379,0.75,3.01,2.26,2.36,2.22,29.73,18.56,8810,8070,D
HM Lac,2.370977,0.71,2.24,1.58,1.1,0.85,9.68,2.66,9770,8040,D
GW And,2.279354,0.61,1.56,0.94,1.11,0.95,1.41,1.2,5990,6210,D
GL Her,2.344972,0.77,10.11,7.79,4.39,5.48,1185.53,831.09,16230,13290,D
FX Sge,1.1547628,0.95,12.76,12.13,7.84,10.26,6853.02,5826.02,18870,15860,D
FU Lac,2.289082,0.59,5.51,3.27,3.08,3.82,346.86,87.42,14250,9060,D
FK Cen,2.19134,0.61,5.57,3.41,2.87,2.87,97.01,68.23,10740,9830,D
EU Car,2.52589,0.94,0.62,0.59,11.38,7.25,106.07,87.43,5520,6590,D
EQ Per,1.48579,0.71,2.24,1.58,1.1,0.85,9.68,2.66,9770,8040,D
EQ Del,2.248025,0.5,3,1.5,4.71,1.74,127.46,7.29,8990,7870,D
EO Nor,0.8523065,0.84,2.42,2.02,1.9,2.27,20.55,9.9,8950,6820,D
EH TrA,3.83301,0.94,6.19,5.82,4.59,4.58,551.96,457.5,13110,12520,D
DX Hya,0.60448,0.66,9.5,6.24,4.71,6.32,4759.38,1003.35,22200,12960,D
DV Sge,1.363415,0.66,4.76,3.16,2.38,2.93,72.16,42.07,10970,8620,D
BC Cru,1.56116,0.83,2.32,1.93,2.17,1.92,23.69,16.27,8720,8400,D
BC Aur,5.75985,0.86,3.15,2.71,2.96,2.99,67.87,69.5,9690,6690,D
AA Hyi,1.150272,0.62,1.86,1.14,3.68,3.92,41.84,39.43,7690,7340,D
V964 Aql,1.2625425,0.61,1.56,0.95,1.66,1.65,5.22,4.67,6780,6640,D
PV Lyr,1.1986321,0.68,1.2,0.81,1.47,1.3,2.42,1.85,5980,5920,D
AY Gem,3.0536498,0.52,1.47,0.77,0.81,0.81,1.2,0.98,6720,6400,D
zet Phe,1.6697671,0.65,3.93,2.55,2.85,1.85,372,154.8816619,12300,12300,D
V839 Cep,9.96,0.62962963,10.8,6.8,8.1,4.4,21379.6209,1445.439771,24547.08916,16982.43652,D
V819 Her,2.2296296,0.725,1.53,1.11,1.87,1.28,5.13,1.9498446,5550,6180,D
V818 Tau,5.6092,0.713,1.08,0.77,0.9,0.77,0.68,0.2,5480,4600,D
V760 Sco,1.731,0.62962963,10.8,6.8,8.1,4.4,21379.6209,1445.439771,24547.08916,16982.43652,D
V539 Ara,3.17,0.62962963,10.8,6.8,8.1,4.4,21379.6209,1445.439771,24547.08916,16982.43652,D
V478 Lyr,2.130514,0.27,0.93,0.25,0.99,0.3,0.68,121,5480,3320,D
V 453 CYG,3.88981,0.93,5,4.65,3,2.7,338.8441561,512.861384,15848.93192,15135.61248,D
UU CAS,8.51929,0.62962963,10.8,6.8,8.1,4.4,21379.6209,1445.439771,24547.08916,16982.43652,D
TY CrA,2.887779,0.515,3.18,1.64,1.9,1.9,155,0.79,12300,5600,D
SIG AQL,1.95026,0.578066378,2.220751683,1.585988376,1.842892489,1.564948319,30.69021988,7.673614894,10023.05238,7261.059574,D
RY SCT,11.1249,0.918567231,5.184417883,4.534192978,2.679785297,2.476851676,537.0317964,288.4031503,16982.43652,15100.80154,D
mu.1 Sco,1.44027,0.62962963,10.8,6.8,8.1,4.4,21379.6209,1445.439771,24547.08916,16982.43652,D
LZ CEN,2.75772,0.302658487,1.40184501,1.107643492,1.533910428,1.042077455,4.305266105,1.061695557,6668.067692,5714.786367,D
HP CAR,1.60045,0.884615385,5.2,4.6,4.05,4.05,331.1311215,331.1311215,16595.86907,15488.16619,D
HD208095,9.47917,0.91,3.7,3.35,2.9,2.7,302,154.8816619,12300,12300,D
HD 84207,1.3742,0.98,0.97,0.95,1.1,1.07,1.02,1.02,5270,5770,D
GL CAR,2.42223,0.62962963,10.8,6.8,8.1,4.4,21379.6209,1445.439771,24547.08916,16982.43652,D
FZ CMA,1.27306,0.317365269,1.67,0.53,1.97,1.14,10.5,1.83,7400,6293,D
FF CMA,1.21338,0.62962963,10.8,6.8,8.1,4.4,21379.6209,1445.439771,24547.08916,16982.43652,D
ETA ORI,7.98926,0.734597156,2.39772847,1.90107828,2.591791135,1.779098527,43.85306978,15.24052754,9225.714272,8550.667129,D
EP Cru,11.077,0.080777096,1.965169431,1.056087738,2.189777555,0.933899193,34.9945167,1.321295634,9506.047937,6397.348355,D
EN Lac,12.09684,0.13,9.7,1.25,6.3,1.2,2692,3.630780548,6280,6550,D
EI Cep,8.439334,0.95,1.79,1.69,2.85,2.59,5.13,7.244359601,5930,7220,D
AR Cas,6.0663309,0.28,7.9,2.2,5.43,1.77,977,154.8816619,12300,12300,D
V350 Cen,3.21093,0.3,4.61,1.38,5.91,16.03,104.58,107.37,7640,4670,D
V1174 Ori,2.635,0.43,3.38,1.46,4.54,2.55,61.82,5.16,7630,5460,D
V 342 AQL,3.39096,0.33,13.53,4.47,12.17,16.91,3194.92,318.62,12500,5960,D
BB CIR,3.08723,0.43,3.38,1.46,4.54,2.55,61.82,5.16,7630,5460,D
V846 Oph,3.126763,0.4,9.85,3.94,11.1,4.43,1202.43,225.53,10250,10690,D
VV ORI,1.48538,0.583,2.315,1.35,2.54,1.35,50600,5.12861384,6180,6820,D
V842 Her...,0.419,0.77,17.71,13.64,11.43,7.86,7073.48,3639.17,15770,16090,D
V508 Oph...,0.3448,0.85,10.64,9.07,7.23,8.23,8833.61,3804.83,20890,15850,D
V1010 OPH,0.661428,0.22,2.15,0.47,3.03,2.96,24.08,2.29,7390,4140,D
V 375 CAS,1.47338,0.22,2.15,0.47,3.03,2.96,24.08,2.29,7390,4140,D
T CIR,3.29843,0.77,17.71,13.64,11.43,7.86,7073.48,3639.17,15770,16090,D
RS CHA,1.66987,0.22,2.15,0.47,3.03,2.96,24.08,2.29,7390,4140,D
LL Aqr,20.178,0.22,2.15,0.47,3.03,2.96,24.08,2.29,7390,4140,D
IT PER,1.53372,0.97,2.34,2.26,2.49,2.28,39.77,34.31,9230,9300,D
YY CrB...,0.3766,0.58,1.26,0.74,1.41,0.89,1.72,0.23,5590,4250,D
WZ Oph ,4.18,0.55,2.24,1.23,2.72,1.81,2.54,0.95,4400,4260,D
V392 Car,3.175,0.86,4.06,3.51,14.16,13.08,43.11,29.84,3950,3750,D
V2617 SGR,0.997265,0.61,9.27,5.68,2.69,2.7,431.14,432.78,16090,16090,D
V SER,3.45355,0.824742268,0.97,0.8,0.97,0.76,0.83,0.34,5616,5292,D
V 747 CEN,0.537195,0.55,3.41,1.87,5.7,3.14,8.98,4.18,4200,4680,D
V 688 CYG,6.30336,0.95,3.08,2.92,41.36,5.13,660.26,103.5,4590,8170,D
V 607 SCO,4.51657,0.54,1.88,1.02,5.67,4.43,19.58,9.99,5120,4900,D
V 590 SCO,2.47282,0.64,1.51,0.97,1.34,1,2.8,0.61,6490,5140,D
V 537 ARA,1.8744,0.15,2,0.3,1.54,2.72,2.47,3.88,5860,4940,D
V 515 CYG,2.3451,0.71,1.17,0.83,2.6,1.87,10,2.78,6400,5480,D
V 385 SCO,2.34515,0.61,1.85,1.13,5.27,4.97,22.3,19.13,5490,5440,D
V 379 CEN,1.87468,0.211,1.66,0.35,1.45,1.34,6.08,1.04,7554,5045,D
UY MON,1.26125,0.64,1.51,0.97,1.34,1,2.8,0.61,6490,5140,D
UV MUS,2.00327,0.438423645,1.047852129,1.020704431,1.161716078,1.092697627,1.489361078,1.279381304,5915.616342,5861.381645,D
UV Lyn...,0.415,0.933684179,0.995405417,0.92939429,1.101032149,0.970733461,1.06632268,0.735340771,5597.576015,5432.503315,D
UU AND,1.48629,0.86,1.18,1.01,2.67,2.67,7.17,7.17,5800,5800,D
TZ LYR,0.528823,0.94,0.9,0.85,3.14,1.57,11.75,2.55,6060,5840,D
TX CNC,0.382882,0.994191242,1.674171714,1.669167807,43.52111366,39.00317845,685.4882265,564.9369748,4477.133042,4508.167045,D
TX CAS,2.92687,0.55,2.24,1.23,2.72,1.81,2.54,0.95,4400,4260,D
TU Mon,5.049,0.95,3.08,2.92,41.36,5.13,660.26,103.5,4590,8170,D
TU CET,4.39117,0.71,1.46,1.03,4.56,3.8,21.37,14.13,5840,5770,D
RZ TAU,0.415673,0.761552766,1.086675811,0.82756097,1.397011561,0.781267935,1.781101405,0.295045263,5649.369748,4819.477976,D
RW CRA,1.6836,0.86,4.06,3.51,14.16,13.08,43.11,29.84,3950,3750,D
RU ERI,0.632198,0.15,2,0.3,1.54,2.72,2.47,3.88,5860,4940,D
PZ CAR,10.4006,0.71,1.17,0.83,2.6,1.87,10,2.78,6400,5480,D
OQ CEP,1.64125,0.71,1.46,1.03,4.56,3.8,21.37,14.13,5840,5770,D
LP CEN,2.47233,0.55,3.23,1.77,0.61,0.45,13.97,0.67,14340,7820,D
GI AUR,1.20786,0.958810069,3.345029868,3.182731482,25.59764431,35.9997927,387.8721936,566.0941231,5069.907083,4698.941086,D
EQ TAU,0.341348,0.55,3.23,1.77,0.61,0.45,13.97,0.67,14340,7820,D
EF Dra...,0.424,0.975525149,3.302934794,3.207746206,26.18183008,18.63802972,478.9483113,278.6689918,5284.452518,5470.159629,D
BD AND,0.462902,0.81,0.83,0.66,2.73,2.62,4.24,3.1,5040,4750,D
BC ERI,0.527789,0.55,3.41,1.87,5.7,3.14,8.98,4.18,4200,4680,D
AX DRA,0.568164,0.54,1.88,1.02,5.67,4.43,19.58,9.99,5120,4900,D
V548 Cyg,1.805233,0.61,3.12,1.89,2.8,2.78,62.78,61.94,9750,9750,D
V 539 ARA,3.16916,0.990566038,1.06,1.05,1.05,1.07,1.27,1.24,5999,5894,D
V 498 CYG,3.48482,0.786915039,1.659969085,1.490047112,1.639834428,1.480130473,7.143131518,4.976094809,7379.042301,7095.77768,D
